# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,700,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,700,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
#
,700,24,55,1,0,0,,220001,620001,ff,DataRead.FFD_DTC LOCAL CODE
,700,24,39,.025,0,2,V,220100,620100,ff,Ignition Voltage.Ignition Voltage
,700,24,26,1,0,0,,220101,620101,ff,Control Module Malf and Gade.Gade,0:DiagMuxDTC is DISABLED(00h);1:DiagMuxDTC is DISABLED(01h);2:DiagMuxDTC is DISABLED(02h);3:DiagMuxDTC is ENABLED;4:Not Used(04h);5:Not Used(05h);6:Not Used(06h);7:Unavailable
,700,24,39,.01,0,2,,22010E,62010E,ff,Vehicle Speed
,700,24,39,4.16666666666667E-02,0,2,rpm,22010F,62010F,ff,FR Wheel Speed
,700,24,39,4.16666666666667E-02,0,2,rpm,220110,620110,ff,FL Wheel Speed
,700,24,39,4.16666666666667E-02,0,2,rpm,220111,620111,ff,RR Wheel Speed
,700,24,39,4.16666666666667E-02,0,2,rpm,220112,620112,ff,RL Wheel Speed
,700,24,39,.1,0,1,deg,220113,620113,1ff,Steering Wheel Angle Value
,700,24,39,.1,0,1,deg,220114,620114,1ff,Steering Wheel angle corrected value from VDC
,700,24,39,.001,0,3,G,220115,620115,1ff,Front and Rear G sesnor Value
,700,24,39,.001,0,3,G,220116,620116,1ff,Side G sensor Value
,700,24,39,.001,0,3,G,220117,620117,ff,Side G sensor corrected value
,700,24,39,.1,0,1,deg/s,220118,620118,1ff,Yaw Rate Sensor Value
,700,24,39,.125,0,1,%,22011C,62011C,ff,Accelerator_RawPedal Value
,700,24,26,1,0,0,,22011D,62011D,ff,ETC_Electric Throttle control Status,0:NORMAL;1:INCORR;2:PREV;3:INPOSSI
,700,24,39,.5,0,1,Nm,22011E,62011E,1ff,Driver Requested Torque
,700,24,39,.5,0,1,Nm,22011F,62011F,1ff,Current Estimated Engine Torque Value
,700,24,28,1,0,0,,220120,620120,ff,Shift Position Signal,0:Off;1:P;2:R;3:N;4:D (A);5:S;6:L;7:B;8:1;9:2;10:3;11:4;12:5;13:6;14:NOT(0Eh);15:NOT(0Fh);16:M 1;17:M 2;18:M 3;19:M 4;20:M 5;21:M 6;22:M 7;23:M 8;24:A 1;25:A 2;26:A 3;27:A 4;28:A 5;29:A 6;30:NOT(1Eh);31:NOT(1Fh)
,700,24,27,1,0,0,,220121,620121,ff,GearBox Position,0:declutched at rest;1:1st gear;2:2nd gear;3:3rd gear;4:4th gear;5:5th gear;6:6th gear;7:7th gear;8:8th gear;9:Reverse;10:neutral or parking;11:CVT in continuous mode;12:Not used(0Ch);13:Not used(0Dh);14:Not used(0Eh);15:AT in limphome
,700,24,24,1,0,0,,220122,620122,ff,Brake SWich status.DataRead.BRAKE SWITCH 2,0:On;1:Off
,700,25,25,1,0,0,,220122,620122,ff,Brake SWich status.DataRead.BRAKE SWITCH 1,0:Off;1:On
,700,24,24,1,0,0,,220123,620123,ff,Stop Lamp Swhich,0:brake not active;1:brake active
,700,24,39,1,0,0,bar,220124,620124,1ff,Brake Fluide Pressure
,700,24,24,1,0,0,,220125,620125,ff,ABS Operating Condition.ABS Regulation Status,0:ABS not in regulation;1:ABS In regulation
,700,25,25,1,0,0,,220125,620125,ff,ABS Operating Condition.ABS Failure Status,0:no ABS malfunction;1:ABS malfunction
,700,24,24,1,0,0,,220126,620126,ff,TCS Operating Condition.TCS Regulation Status,0:INACT;1:ACTIVE
,700,25,25,1,0,0,,220126,620126,ff,TCS Operating Condition.TCS Failure Status,0:no TCS(ASR) malfunction;1:TCS(ASR) malfunction
,700,24,24,1,0,0,,220127,620127,ff,VDC Operating Condition.VDC Regulation Status,0: no VDC(AYC) regulation;1: VDC(AYC) in regulation
,700,25,25,1,0,0,,220127,620127,ff,VDC Operating Condition.VDC Failure Status,0: no VDC(ESP) malfunction;1: VDC(ESP) malfunction
,700,26,26,1,0,0,,220127,620127,ff,VDC Operating Condition.VDC Activation Status,0: VDC(ESP) available;1: VDC(ESP) disabled by the driver
,700,24,39,1,0,0,,220128,620128,ff,DataRead.0128
,700,24,39,.1,0,1,deg,220130,620130,1ff,DataRead.0130
,700,24,39,.0625,0,2,km/h,220131,620131,ff,DataRead.0131_004_ui16_AVDC_VehicleSpeed
,700,24,39,.0625,0,2,km/h,220132,620132,ff,DataRead.0132_004_vAUC_VWFL
,700,24,39,.0625,0,2,km/h,220133,620133,ff,DataRead.0133_004_vAUC_VWFR
,700,24,39,.0625,0,2,km/h,220134,620134,ff,DataRead.0134_004_vAUC_VWRL
,700,24,39,.0625,0,2,km/h,220135,620135,ff,DataRead.0135_004_vAUC_VWRR
,700,24,39,.00015625,0,3,,220136,620136,ff,DataRead.0136_004_vAUC_TMRATIO
,700,24,31,1,0,0,bar,220137,620137,ff,DataRead.0137_004_TBD
,700,24,39,.05,0,2,bar,220139,620139,ff,DataRead.0139_004_ui16_CBA_BRAKE_OUT
,700,24,39,.5,0,1,Nm,22013B,62013B,1ff,DataRead.013B_004_si16_AVDC_Moment_OUT
,700,24,39,.25,0,1,Nm,22013C,62013C,1ff,DataRead.013C_004_si16_AUC_Moment_OUT
,700,24,39,.5,0,1,Nm,22013D,62013D,1ff,DataRead.013D_004_si16_YLE_ITS_Target_Yawmoment
,700,24,39,.05,0,2,bar,22013E,62013E,ff,DataRead.013E_004_ui16_BSB_BRAKE_OUT
,700,24,39,.00390625,0,3,m/s^2,22013F,62013F,1ff,DataRead.013F_004_si16_BSB_EST_ZG
,700,25,25,1,0,0,,220170,620170,ff,DCMC_CBA_AUC.DataRead.0170._004_bit6_f_DCMC_CBA_B_req,0:NOT ACTIVATE;1:ACTIVATE
,700,26,26,1,0,0,,220170,620170,ff,DCMC_CBA_AUC.DataRead.0170._004_bit5_f_DCMC_CBA_A_req,0:NOT ACTIVATE;1:ACTIVATE
,700,27,27,1,0,0,,220170,620170,ff,DCMC_CBA_AUC.DataRead.0170._004_bit4_f_DCMC_AUC_req,0:NOT ACTIVATE;1:ACTIVATE
,700,24,25,1,0,0,,220171,620171,ff,DCMC_BrakeHold,1:ACTIVATE;0:NOT ACTIVATE;2:RELEASED
,700,24,24,1,0,0,,220172,620172,ff,TBD,0:NOT ACTIVATE;1:ACTIVATE
,700,24,25,1,0,0,,220173,620173,ff,DCMC_FL_FR Tire Brake request effect.DataRead.0173_004_bit6_ui8_DCMC_FL_Tire_out,0:Default display;1:Effect 1;2:Effect 2;3:Effect 3
,700,26,27,1,0,0,,220173,620173,ff,DCMC_FL_FR Tire Brake request effect.DataRead.0173_004_bit4_ui8_DCMC_FR_Tire_out,0:Default display;1:Effect 1;2:Effect 2;3:Effect 3
,700,24,25,1,0,0,,220174,620174,ff,DCMC_RL_RR Tire Brake request effect.DataRead.0174_004_bit6_ui8_DCMC_RL_Tire_out,2:Effect 2;1:Effect 1;0:Default display;3:Effect 3
,700,26,27,1,0,0,,220174,620174,ff,DCMC_RL_RR Tire Brake request effect.DataRead.0174_004_bit4_ui8_DCMC_RR_Tire_out,2:Effect 2;1:Effect 1;0:Default display;3:Effect 3
,700,24,25,1,0,0,,220175,620175,ff,DCMC Car Effect,0:Default display;1:Effect 1;2:Effect 2;3:Effect 3
,700,24,26,1,0,0,,220176,620176,ff,TBD_DCMC_Int,0:No interrupt request;1:Brake Hold activated;2:Brake Hold activated (assist start of vehicle);3:HDC activated
,700,24,25,1,0,0,,220177,620177,ff,DCMC_Turn_Effect,2:Right turn effect;1:Left turn effect;0:Default display;3:not used
,700,26,26,1,0,0,,22017A,62017A,ff,ASA Display Request,0:NO DISP REQ;1:DISP REQ
,700,24,24,1,0,0,,22017C,62017C,ff,YLE_ADA_BSB Operation Status.ADA Operation Status,0:NOT ACTIVATE;1:ACTIVATE
,700,25,25,1,0,0,,22017C,62017C,ff,YLE_ADA_BSB Operation Status.YLE Operation Status,0:NOT ACTIVATE;1:ACTIVATE
,700,26,26,1,0,0,,22017C,62017C,ff,YLE_ADA_BSB Operation Status.BSB Operation Status,0:NOT ACTIVATE;1:ACTIVATE
,700,27,27,1,0,0,,22017C,62017C,ff,YLE_ADA_BSB Operation Status.BSB Display Status on the Meter,0:NOT ACTIVATE;1:ACTIVATE
,700,24,24,1,0,0,,22017D,62017D,ff,TBD_DCMC_HDC.f_DCMC_HDC_disp,0:NO DISP REQ;1:DISP REQ
,700,25,26,1,0,0,,22017D,62017D,ff,TBD_DCMC_HDC._DCMC_BrakeHold_disp,1:ACTIVATE;0:NOT ACTIVATE;2:RELEASED
,700,24,24,1,0,0,,220180,620180,ff,CVT Enable,0:ADA imPossible;1:ADA possible
,700,24,39,.0001,0,3,,220181,620181,ff,DataRead.0181_004_ui16_ADA_rel_targetxg
,700,24,39,.0001,0,3,,220182,620182,ff,DataRead.0182_004_ui16_ADA_abs_targetxg
,700,24,39,.1,0,1,,220183,620183,ff,DataRead.0183_004_ui16_ADA_slipratio
,700,24,24,1,0,0,,220184,620184,ff,ASA_ADA.DataRead.0184_004_bit7_ui8_DCC_ASA_SW,0:Off;1:On
,700,25,25,1,0,0,,220184,620184,ff,ASA_ADA.DataRead.0184_004_bit6_ui8_DCC_ADA_SW,0:Off;1:On
,700,24,24,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit7_f_CBA_brk_OutputRequest,0:No Request;1:Request
,700,25,25,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit6_f_CBA_apo_OutputRequest,0:No Request;1:Request
,700,26,26,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit5_f_CBA_OutputTerminate,0:Controll;1:Terminate
,700,27,27,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit4_f_CBA_WarningRequest,0:W/L OFF;1:W/L ON
,700,28,28,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit3_f_AVDC_OutputRequest,0:No Request;1:Request
,700,29,29,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit2_f_AVDC_OutputTerminate,0:Controll;1:Terminate
,700,30,30,1,0,0,,220303,620303,ff,CBA.DataRead.0303_004_bit1_f_AVDC_WarningRequest,0:W/L OFF;1:W/L ON
,700,24,24,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit7_f_AUC_OutputRequest,0:No Request;1:Request
,700,25,25,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit6_f_AUC_OutputTerminate,0:Controll;1:Terminate
,700,26,26,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit5_f_AUC_WarningRequest,0:W/L OFF;1:W/L ON
,700,28,28,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit3_f_YLE_OutputRequest,0:No Request;1:Request
,700,29,29,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit2_f_YLE_OutputTerminate,0:Controll;1:Terminate
,700,30,30,1,0,0,,220304,620304,ff,AUC_YLE.DataRead.0304_004_bit1_f_YLE_WarningRequest,0:W/L OFF;1:W/L ON
,700,24,24,1,0,0,,22030A,62030A,ff,ADA.f_ADA_abs_OutputRequest,0:No Request;1:Request
,700,25,25,1,0,0,,22030A,62030A,ff,ADA.f_ADA_rel_OutputRequest,0:No Request;1:Request
,700,26,26,1,0,0,,22030A,62030A,ff,ADA.f_ADA_OutputTerminate,0:Controll;1:Terminate
,700,27,27,1,0,0,,22030A,62030A,ff,ADA.f_ADA_WarningRequest,0:W/L OFF;1:W/L ON
,700,24,24,1,0,0,,22030B,62030B,ff,SSA.f_SSA_OutputRequest,0:No Request;1:Request
,700,25,25,1,0,0,,22030B,62030B,ff,SSA.f_SSA_OutputTerminate,0:Controll;1:Terminate
,700,26,26,1,0,0,,22030B,62030B,ff,SSA.f_SSA_WarningRequest,0:W/L OFF;1:W/L ON
,700,27,27,1,0,0,,220400,620400,ff,DataRead.Driver_Seat_Belt_state,0:SB unfastened;1:SB fastened
,700,26,26,1,0,0,,220401,620401,ff,TBD_SSA_Inhibit.fSSA_RX_SSA_INHIBIT_VDC,0:SSA not inhibited;1:SSA inhibited
,700,27,27,1,0,0,,220401,620401,ff,TBD_SSA_Inhibit.fSSA_RX_ON_OFFSW,0:SSA_OFF;1:SSA_ON
,700,28,28,1,0,0,,220401,620401,ff,TBD_SSA_Inhibit.fSSA_RX_STEEP_SLOPE,0:Slow gradient;1:Steep gradient
,700,29,29,1,0,0,,220401,620401,ff,TBD_SSA_Inhibit.f_CAN_EPB_CTRLREQ_BY_VDC,0:No request;1:Apply request
,700,30,30,1,0,0,,220401,620401,ff,TBD_SSA_Inhibit.fSSA_RX_IDMFAIL_BY_VDC,0:normal;1:Abnormal
,700,24,24,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.SSA_EPB_Control_Flag,0:No request;1:Apply request
,700,25,25,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.FFD_0402_004_bit6_EPB SW Status,0: No operation;1:Release operation
,700,26,26,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.FFD_0402_004_bit5_vSSA_OA_REQFLG,0:NO REQ;1:REQ
,700,27,27,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.IDM SSA Failure Flag,0:normal;1:Abnormal
,700,29,30,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.SSA lamp lighting request flag,0:Lamp OFF;1:SSASTANBAY_LMP ON;2:SSAHOLD_LMP ON
,700,31,31,1,0,0,,220402,620402,ff,EPB_SSA status_TBD.DataRead.fSSA_TJP_REQFLG,0:TJP No request;1:TJP request 
,700,24,25,1,0,0,,220403,620403,ff,TBD_EPB_IDMfail_EPBFail.SSA_Received_EPB_State,2:Releasing;1:Applying;0:Released;3:Applied
,700,27,27,1,0,0,,220403,620403,ff,TBD_EPB_IDMfail_EPBFail.fSSA_RX_IDMFAIL_BY_EPB,0:normal;1:Abnormal
,700,28,28,1,0,0,,220403,620403,ff,TBD_EPB_IDMfail_EPBFail.fSSA_RX_SSA_INHIBIT_EPB,0:SSA not inhibited;1:SSA inhibited
,700,29,30,1,0,0,,220403,620403,ff,TBD_EPB_IDMfail_EPBFail.fSSA_RX_EPBFAIL,2:Major FPA default;1:Minor FPA default;0:No FPA default;3:Not Used
,700,24,25,1,0,0,,220404,620404,ff,SSA Swich State,0:SSA OFF;1:SSA STEP mode;2:SSA AUTO mode
,700,24,24,1,0,0,,220405,620405,ff,TBD_TJP.fSSA_TJP_CTRL_SSA_REQ_IN,0:non active;1:active
,700,25,25,1,0,0,,220405,620405,ff,TBD_TJP.ffSSA_TJP_EPB_REQ,0:non Demand;1:EPB Demand
,700,26,26,1,0,0,,220405,620405,ff,TBD_TJP.fSSA_TJP_ADASFAIL_IN,0:Normalcy;1:Abnormality
,700,27,27,1,0,0,,220405,620405,ff,TBD_TJP.TJP_HOLD_ACT,0:non active;1:active
,700,24,24,1,0,0,,220406,620406,ff,SSA Button switch.SSA Button Switch,0:button released;1:button pressed
,700,25,25,1,0,0,,220406,620406,ff,SSA Button switch.SSA switch LED 1,0:Lights out;1:Lighting
,700,26,26,1,0,0,,220406,620406,ff,SSA Button switch.SSA switch LED 2,0:Lights out;1:Lighting
,700,27,27,1,0,0,,220407,620407,ff,vSSA_OA_FAIL_STAT,0: not fail;1: fail
,700,24,24,1,0,0,,220408,620408,ff,fSSA_HJ_HOLD_JUDGE_FLG,0:impossible of maintenance;1:maintain
,700,26,26,1,0,0,,220409,620409,ff,Master warning lamp lights up request,0:Lights out;1:Lighting
,700,24,31,1,0,0,,220501,620501,ff,Company,0:Nissan(Defaut);1:Renault
,700,24,31,1,0,0,,220502,620502,ff,EngineType,0:ICE(Default);1:HEV;2:EV;3:Not used
,700,24,31,1,0,0,,220503,620503,ff,HCM function,0:Without(Default);1:With
,700,24,31,1,0,0,,220504,620504,ff,TransmissionType,0:CVT;1:DCT;2:MT(Default);3:BVH
,700,24,31,1,0,0,,220505,620505,ff,ElectricBooster,0:Without(default);1:With
,700,24,31,1,0,0,,220506,620506,ff,ElectricParkingBrake,0:Without(Default);1:With
,700,24,31,1,0,0,,220507,620507,ff,ADAS function,0:Without(Default);1:ACC;2:TJP;3:Not used
,700,24,31,1,0,0,,220508,620508,ff,SONAR function,0:without(Default);1:HFBP;2:APK;3:Not used
,700,24,31,1,0,0,,220509,620509,ff,CCSL function,0:Without(Default);1:With
,700,24,31,1,0,0,,22050A,62050A,ff,CBA function,0:Without(Default);1:With
,700,24,31,1,0,0,,22050B,62050B,ff,AVDC function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,22050C,62050C,ff,YLE function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,22050D,62050D,ff,AUC function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,22050E,62050E,ff,BSB function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,22050F,62050F,ff,Total Brake function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220510,620510,ff,ASA function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220511,620511,ff,ADA function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220512,620512,ff,BMC function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220513,620513,ff,MEX function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220514,620514,ff,DCMC function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220515,620515,ff,SSA function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220516,620516,ff,ARB function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220517,620517,ff,SIGMA function,0:Disable(Default);1:Enable
,700,24,31,1,0,0,,220518,620518,ff,SWAS function,0:Disable;1:Enable(Default)
,700,24,31,1,0,0,,220519,620519,ff,LDP function,0:Disable;1:Enable(Default)
,700,24,39,10,0,0,ms,220530,620530,ff,mARB_ESCRehabilitationTime
,700,24,39,10,0,0,ms,220531,620531,ff,mARB_ESC_TimetoDefault
,700,24,39,.01,0,2,km/h,220532,620532,ff,mARB_VehicleBrakeNotStopped
,700,24,39,10,0,0,ms,220533,620533,ff,mARB_TimeToDetectDriverbrake
